Регион,Округ,Код участка,Адрес,Абаев Герман Борисович,Ящук Александр Михайлович,Лоев Семён Владимирович,Байр Марк Михайлович,Бредихин Антон Викторович,Данилова Анна Геннадьевна,Бабошина Алина Олеговна,ср
Москва,Список,77.069.10,"город Москва, Дубравная улица, дом 41, корпус 3 (ГБОУ города Москвы ""Школа № 1900"")",181,0,0,0,0,0,0,"25,85714286"
Москва,Список,77.069.28,"город Москва, улица Барышиха, дом 42, корпус 2 (ГБОУ города Москвы ""Школа № 1358"")",173,2,1,1,2,1,1,"25,85714286"
Москва,Список,77.042.14,"город Москва, Базовская улица, дом 20А, строение 2 (ГБОУ ""Школа № 2098"")",4,1,170,1,2,1,1,"25,71428571"
Москва,Список,77.072.4,"город Москва, улица Кулакова, дом 2, корпус 2 (ГБОУ города Москвы ""Школа №69 имени Б.Ш. Окуджавы"")",180,0,0,0,0,0,0,"25,71428571"
Москва,Список,77.069.41,"город Москва, Пятницкое шоссе, дом 21а (ГБОУ города Москвы ""Школа № 1190"")",178,1,0,0,0,0,0,"25,57142857"
Москва,Список,77.020.23,"город Москва, Ельнинская улица, дом 24 (здание ГБОУ Школа № 887 Учебный корпус № 2)",1,2,1,1,171,1,1,"25,42857143"
Москва,Список,77.064.1,"город Москва, Полярная улица, дом 26, корпус 1 (ГБУК г. Москвы ""ЦБС СВАО"", Библиотека № 63 имени И.С. Соколова-Микитова)",1,177,0,0,0,0,0,"25,42857143"
Москва,Список,77.072.10,"город Москва, улица Исаковского, дом 22, корпус 3 (ГБОУ города Москвы ""Школа № 1519"")",177,0,0,0,0,0,1,"25,42857143"
Москва,Список,77.050.7,"город Москва, улица Куусинена, дом 4А, корпус 5 (Совет ветеранов)",0,0,177,0,0,0,0,"25,28571429"
Москва,Список,77.052.10,"город Москва, Алтуфьевское шоссе, дом 60Б (ГБОУ Школа № 1370)",2,175,0,0,0,0,0,"25,28571429"
Москва,Список,77.029.18,"город Москва, Славянский бульвар, дом 11, корпус 3 (ГБОУ города Москвы ""Школа с углубленным изучением отдельных предметов № 1248"")",1,0,0,0,173,0,2,"25,14285714"
Москва,Список,77.042.13,"город Москва, Новая улица, дом 2 (Ховринский дом культуры железнодорожников)",2,2,167,1,1,2,1,"25,14285714"
Москва,Список,77.036.19,"город Москва, Дубнинская улица, дом 41 (ГБОУ ""Школа № 183"")",0,1,171,0,1,1,1,25
Москва,Список,77.069.8,"город Москва, Дубравная улица, дом 41, корпус 3 (ГБОУ города Москвы ""Школа № 1900"")",168,2,1,1,1,1,1,25
Москва,Список,77.075.9,"город Москва, Штурвальная улица, дом 7, корпус 2 (ГБОУ ""Школа №1056"")",166,2,1,1,1,1,3,25
Москва,Список,77.075.26,"город Москва, бульвар Яна Райниса, дом 43, корпус 2 (ГБОУ ""Школа №2097"")",166,1,1,1,1,2,3,25
Москва,Список,77.036.1,"город Москва, Дубнинская улица, дом 7 (ГБОУ ""Школа № 1383"")",1,1,170,0,1,1,0,"24,85714286"
Москва,Список,77.061.30,"город Москва, улица Мусоргского, дом 11Г (ГБОУ ""Школа № 1554"")",1,160,2,2,2,3,4,"24,85714286"
Москва,Список,77.072.5,"город Москва, улица Кулакова, дом 3, корпус 1 (ГБОУ города Москвы ""Школа №69 имени Б.Ш. Окуджавы"")",171,0,0,1,1,0,1,"24,85714286"
Москва,Список,77.072.37,"город Москва, Таллинская улица, дом 12, корпус 4 (ГБОУ города Москвы ""Школа № 1619 имени М.И. Цветаевой"")",171,0,1,0,0,1,1,"24,85714286"
Москва,Список,77.073.1,"город Москва, улица Мнёвники, дом 7, корпус 5 (ГБОУ Школа № 1560 ""Лидер"")",174,0,0,0,0,0,0,"24,85714286"
Москва,Список,77.059.10,"город Москва, улица Двинцев, дом 10 (УК № 2 ГБОУ ""Школа Марьина Роща им. В.Ф. Орлова"")",1,0,0,172,0,0,0,"24,71428571"
Москва,Список,77.009.27,"город Москва, Салтыковская улица, дом 13А (ГБОУ Школа № 2127 корпус №2)",1,1,167,0,0,2,0,"24,42857143"
Москва,Список,77.011.8,"город Москва, Перовская улица, дом 24А (ГБОУ СОШ № 920)",1,1,165,1,1,1,1,"24,42857143"
Москва,Список,77.039.16,"город Москва, Дубнинская улица, дом 73, корпус 5 (ГБОУ города Москвы ""Школа №1678 ""Восточное Дегунино""  корпус №3, 1 этаж, кабинет 100а)",0,0,169,0,0,0,2,"24,42857143"
Москва,Список,77.059.7,"город Москва, 1-й проезд Марьиной Рощи, дом 3А (УК № 4 ГБОУ ""Школа Марьина Роща им. В.Ф. Орлова"")",0,0,0,171,0,0,0,"24,42857143"
Москва,Список,77.061.8,"город Москва, улица Декабристов, дом 8, корпус 4 (ГБОУ ""Школа № 962"")",1,169,0,0,0,0,1,"24,42857143"
Москва,Список,77.095.13,"город Москва, 4-й Вешняковский проезд, дом 1, корпус 2 (ГБОУ СОШ № 329)",1,0,169,0,0,0,1,"24,42857143"
Москва,Список,77.007.19,"город Москва, Лухмановская улица, дом 13Б (ГБОУ ""Школа № 2026"")",0,1,164,0,0,2,3,"24,28571429"
Москва,Список,77.069.37,"город Москва, Митинская улица, дом 46, корпус 2 (ГБОУ города Москвы ""Школа № 1191"")",169,0,0,0,0,0,1,"24,28571429"
Москва,Список,77.016.12,"город Москва, улица Олений Вал, дом 22 (ГКОУ города Москвы ""Специальная коррекционная общеобразовательная школа-интернат № 30 имени К.А.Микаэльяна"")",2,0,0,167,0,0,0,"24,14285714"
Москва,Список,77.032.11,"город Москва, город Зеленоград, корпус 904 (квартира 217)",34,1,34,33,33,0,34,"24,14285714"
Москва,Список,77.057.2,"город Москва, Изумрудная улица, дом 13, корпус 3 (ГБОУ школа №1955)",0,1,0,168,0,0,0,"24,14285714"
Москва,Список,77.057.22,"город Москва, Анадырский проезд, дом 51, строение 1 (ГБПОУ г.Москвы ""Колледж Современных Технологий им. героя Советского Союза М.Ф.Панова"")",0,0,0,169,0,0,0,"24,14285714"
Москва,Список,77.061.32,"город Москва, улица Пестеля, дом  8Г (ГБОУ ""Школа № 1554"")",1,168,0,0,0,0,0,"24,14285714"
Москва,Список,77.072.44,"город Москва, Таллинская улица, дом 20, корпус 4 (ГБОУ города Москвы ""Школа № 1619 имени М.И. Цветаевой"")",166,3,0,0,0,0,0,"24,14285714"
Москва,Список,77.073.32,"город Москва, улица Генерала Глаголева, дом 10, корпус 2 (ГБОУ Школа №138)",167,1,1,0,0,0,0,"24,14285714"
Москва,Список,77.075.10,"город Москва, улица Фабрициуса, дом 6, корпус 2 (ГБОУ ""Школа №1551"")",161,2,1,1,1,2,1,"24,14285714"
Москва,Список,77.039.15,"город Москва, улица 800-летия Москвы, дом 7А (ГБОУ города Москвы ""Школа №222"", корпус №1, 1 этаж, каб. 109)",0,0,167,0,0,0,1,24
Москва,Список,77.064.25,"город Москва, проезд Шокальского, дом 63А (Структурное подразделение №7 ГБОУ Школа № 283)",0,166,0,1,1,0,0,24
Москва,Список,77.069.45,"город Москва, Пятницкое шоссе, дом 16, корпус 5 (ГБОУ города Москвы ""Школа № 1538"")",167,0,0,0,0,0,1,24
